Keyword Version: 8.5,Revision: 2018-02-09 13:07:18,Timestamp: 2018-02-15 08:42:56,Terms Of Use: http://gcmd.nasa.gov/r/l/TermsOfUse,"The most up to date XML representations can be found here: https://gcmdservices.gsfc.nasa.gov/kms/concepts/concept_scheme/sciencekeywords/?format=xml""Case native",,,
EARTH SCIENCE,SOLID EARTH,GEODETICS,COORDINATE REFERENCE SYSTEM,COUNTRY/REGIONAL COORDINATE REFERENCE SYSTEM,,,bb5ca226-fdb1-4fab-9988-7486c643635b
EARTH SCIENCE,SOLID EARTH,GEODETICS,COORDINATE REFERENCE SYSTEM,GLOBAL COORDINATE REFERENCE SYSTEM,,,e0a2edbb-8a94-4f47-918a-fe9f93aba5f4
EARTH SCIENCE,SOLID EARTH,GEODETICS,COORDINATE REFERENCE SYSTEM,,,,14b19e68-0fb3-43b1-a102-537c4e33c338
EARTH SCIENCE,SOLID EARTH,GEODETICS,ELLIPSOID CHARACTERISTICS,,,,bc640e63-70c1-4228-b2dc-6aa1ac6edfa6
EARTH SCIENCE,SOLID EARTH,GEODETICS,GEOID CHARACTERISTICS,,,,6bbbf7b0-434b-4dbc-9fe8-e5e31fe99614
EARTH SCIENCE,SOLID EARTH,GEODETICS,,,,,5498572c-aaed-4c08-8aad-8b297057e9c9
EARTH SCIENCE,SOLID EARTH,GEOMAGNETISM,ELECTRICAL FIELD,ELECTRICAL ANOMALIES,,,d55d29e8-9015-4c23-b137-528eb298aa49
EARTH SCIENCE,SOLID EARTH,GEOMAGNETISM,ELECTRICAL FIELD,ELECTRICAL INTENSITY,,,84d77f98-d5a2-4da8-9ba6-0b15e082d050
EARTH SCIENCE,SOLID EARTH,GEOMAGNETISM,ELECTRICAL FIELD,,,,3202dab6-144a-4bfb-9bda-9d07e5ee7ec2
EARTH SCIENCE,SOLID EARTH,GEOMAGNETISM,GEOMAGNETIC FORECASTS,GEOMAGNETIC ACTIVITY,,,2d3d9a57-44e8-43c0-98b4-b4891c994862
EARTH SCIENCE,SOLID EARTH,GEOMAGNETISM,GEOMAGNETIC FORECASTS,GEOMAGNETIC STORM CATEGORY,,,4b7decec-e378-4824-aecf-9fe509392efd
EARTH SCIENCE,SOLID EARTH,GEOMAGNETISM,GEOMAGNETIC FORECASTS,TOTAL INTENSITY,,,9a46a62c-952d-4253-8249-7375c14068a2
EARTH SCIENCE,SOLID EARTH,GEOMAGNETISM,GEOMAGNETIC FORECASTS,,,,02290e22-24ae-40f6-96f1-0c6c76a145af
EARTH SCIENCE,SOLID EARTH,GEOMAGNETISM,GEOMAGNETIC INDICES,AA INDEX,,,5fd5ccc2-5edb-4823-940d-03a290a5c5fc
EARTH SCIENCE,SOLID EARTH,GEOMAGNETISM,GEOMAGNETIC INDICES,AE INDEX,,,31f77d6b-72f7-45e6-93be-8ac5fd5dc373
EARTH SCIENCE,SOLID EARTH,GEOMAGNETISM,GEOMAGNETIC INDICES,AM INDEX,,,b3283844-d867-4c2f-9917-a72bc06fd9ef
EARTH SCIENCE,SOLID EARTH,GEOMAGNETISM,GEOMAGNETIC INDICES,DST INDEX,,,cdb4b514-75c4-4a1f-a4ad-1855fbd396ab
EARTH SCIENCE,SOLID EARTH,GEOMAGNETISM,GEOMAGNETIC INDICES,KP INDEX,,,40386eea-beb0-4b83-906b-75c6bfa24b73
EARTH SCIENCE,SOLID EARTH,GEOMAGNETISM,GEOMAGNETIC INDICES,,,,ae35f430-6534-49de-8b4c-edfc1e98870a
EARTH SCIENCE,SOLID EARTH,GEOMAGNETISM,MAGNETIC FIELD,GEOMAGNETIC INDUCTION,,,ee421700-0fe2-420c-9a07-91e8ae9fb524
EARTH SCIENCE,SOLID EARTH,GEOMAGNETISM,MAGNETIC FIELD,MAGNETIC ANOMALIES,,,65ae8ab2-489b-44bf-bf5b-43cf957b70c0
EARTH SCIENCE,SOLID EARTH,GEOMAGNETISM,MAGNETIC FIELD,MAGNETIC DECLINATION,,,f311eac7-5c85-4a8f-90c2-abcff3eec92d
EARTH SCIENCE,SOLID EARTH,GEOMAGNETISM,MAGNETIC FIELD,MAGNETIC INCLINATION,,,f0b7311e-df08-45fa-8dd5-33b6f74a66d9
EARTH SCIENCE,SOLID EARTH,GEOMAGNETISM,MAGNETIC FIELD,MAGNETIC INTENSITY,,,d817911a-685b-4c9f-bdc7-2411b8c0a7af
EARTH SCIENCE,SOLID EARTH,GEOMAGNETISM,MAGNETIC FIELD,,,,204b482b-449b-42c9-a5bb-f6da42bee3a4
EARTH SCIENCE,SOLID EARTH,GEOMAGNETISM,PALEOMAGNETISM,,,,720969dd-e966-41aa-af94-ee41cdf60390
EARTH SCIENCE,SOLID EARTH,GEOMAGNETISM,REFERENCE FIELDS,,,,fd631e31-fe6f-462e-a3f6-c07b4b736ac7
EARTH SCIENCE,SOLID EARTH,GEOMAGNETISM,,,,,910013d7-1e6a-4d1a-9921-be32d792a290
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,AEOLIAN LANDFORMS,DUNES,CRESCENTIC (BARCHAN/TRANSVERSE) DUNE,,5c80c047-c02e-4c15-83ac-26b8b1a8f114
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,AEOLIAN LANDFORMS,DUNES,DOME DUNE,,d5ff7545-0eec-4cad-90a5-019e03cdac47
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,AEOLIAN LANDFORMS,DUNES,LONGITUDINAL/LINEAR DUNE,,db2d6cfb-70c3-4568-99a0-a25b3c3879dd
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,AEOLIAN LANDFORMS,DUNES,PARABOLIC DUNE,,4cce9a44-da57-4169-b89f-6b1460fcedb9
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,AEOLIAN LANDFORMS,DUNES,STAR DUNE,,ce087840-ec71-4575-bca9-e807151cc376
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,AEOLIAN LANDFORMS,DUNES,,,e43473a1-4392-48e3-9e56-8a4dcad8d7a2
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,AEOLIAN LANDFORMS,RIPPLES,,,cae41424-161f-4378-a1a4-62cd76c61143
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,AEOLIAN LANDFORMS,,,,26637389-f4f6-47a0-9c3d-17e93ab99dea
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,AEOLIAN PROCESSES,ABRASION,VENTIFACTS,,2c15738b-839f-4b68-85bc-ece41e4ac6c9
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,AEOLIAN PROCESSES,ABRASION,YARDANGS,,59d1b0f7-ef02-4fa4-8d47-7eda39794713
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,AEOLIAN PROCESSES,ABRASION,,,f6e19e2e-555a-4d40-9833-c7513d92c813
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,AEOLIAN PROCESSES,DEFLATION,,,d415cb15-7586-464c-8707-9a5623a61cee
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,AEOLIAN PROCESSES,DEGRADATION,,,baf70c0f-fd59-4d4b-ae03-b664e0352ff7
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,AEOLIAN PROCESSES,SALTATION,,,78778362-5d08-4cd7-9131-159cad561e54
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,AEOLIAN PROCESSES,SEDIMENT TRANSPORT,LOESS,,a83052ef-9b98-4cb3-9bed-b0c9059812e5
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,AEOLIAN PROCESSES,SEDIMENT TRANSPORT,MONADNOCK,,8167592d-13bf-4225-9822-29e68bcd1b37
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,AEOLIAN PROCESSES,SEDIMENT TRANSPORT,,,fe2d9f93-ee9c-4d1e-af28-0c15ee762019
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,AEOLIAN PROCESSES,SEDIMENTATION,SEDIMENT CHEMISTRY,,34ea8c99-ff34-495b-b986-92a78b74a8e9
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,AEOLIAN PROCESSES,SEDIMENTATION,SEDIMENT COMPOSITION,,6e5a6d68-5f99-4f0d-bde3-9f24268af426
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,AEOLIAN PROCESSES,SEDIMENTATION,STRATIGRAPHIC SEQUENCE,,a08cce11-9407-4b1f-b13e-0df87da03612
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,AEOLIAN PROCESSES,SEDIMENTATION,,,22ba30ec-a4e2-4547-bad7-4d5f9917625d
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,AEOLIAN PROCESSES,WEATHERING,,,7a67a5af-42be-4aa7-8cb1-e1fc0de074cc
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,AEOLIAN PROCESSES,,,,f15b2ad3-f658-420b-99b4-41588646d9b7
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,BARRIER ISLANDS,,,6e3135e9-6be6-4995-a5df-022f6a0cf45b
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,BEACHES,,,6a5d3e4d-86d1-4863-bfe6-f8e2899fab0e
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,CORAL REEFS,APRON REEF,,0e566bce-90bf-4a0a-a000-5bb5fb430788
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,CORAL REEFS,ATOLL REEF,,8c89ede4-94d8-4fd4-a3df-f9d42e9835eb
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,CORAL REEFS,BANK REEF,,57417a5e-4d86-4fb6-81d6-68bf9a3d1148
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,CORAL REEFS,BARRIER REEF,,5fde7781-d4f6-41a8-8428-f428b70c02dc
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,CORAL REEFS,FRINGING REEF,,0f5c48d1-5189-495d-b5a7-7ad596f0a5c4
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,CORAL REEFS,PATCH REEF,,a1451fce-9e69-4f2d-b2cf-27238a7577ce
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,CORAL REEFS,RIBBON REEF,,b428ba89-4638-4989-90c1-f5e4f0d0a6f6
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,CORAL REEFS,TABLE REEF,,5f4dc81d-0893-4eb9-b82a-6a070836aa16
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,CORAL REEFS,,,dff4d4af-e1e0-4991-884b-a1c088a802b2
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,CUSPATE FORELANDS,,,0c51bdb0-54b0-4d0d-afd0-35ef7458ccb7
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,DELTAS,,,b37b1bdf-6392-4a80-891a-14f177ba2ca2
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,DUNES,CRESCENTIC (BARCHAN/TRANSVERSE) DUNE,,fa47cab9-0aa4-4e16-8115-972f7f543920
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,DUNES,DOME DUNE,,16a1f6b8-ea67-43fe-a47c-aad5250b4f59
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,DUNES,LONGITUDINAL/LINEAR DUNE,,1810b08a-9377-4f01-a3cf-fdd549ad8ebf
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,DUNES,PARABOLIC DUNE,,174fa36e-3a06-40a1-bc95-87e6799bdead
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,DUNES,STAR DUNE,,94ab11dc-b70b-4705-bb25-c4d430722d28
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,DUNES,,,0c279e58-9ad3-4748-816a-de8cabeaf0c4
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,ESTUARIES,,,127fdf1d-9985-4a27-9b6c-ad54380fd299
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,FJORDS,,,c9291bc7-784d-486a-95fa-f08fa1edcad9
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,HEADLANDS/BAYS/CAPE,,,860e25fa-e63a-4fd0-bde9-4f596b4a5929
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,INLETS,,,356a245d-418a-4560-9eb1-d12f8f155f66
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,ISTHMUS,,,ca9d9064-91c8-4c49-b388-e5f7290a3234
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,LAGOONS,,,081d131a-6bef-47dc-adb3-f96da9123f93
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,RIA,,,8d4c5e9c-bdab-48c9-89da-1eb4b9a528ab
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,SALT MARSH,,,85f409fd-9d81-4cac-84ed-fb0bb4599924
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,SEA ARCHES,,,4321cb64-0997-438f-92fb-45169503c01f
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,SEA CAVES,,,521f883e-18be-4f28-b5fe-c1f887b4233a
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,SEA CLIFFS,,,01400b09-68a3-4e3e-b076-1687e30bed56
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,SHOALS,,,94b575b8-eac4-433d-aa74-d781b650f452
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,SHORELINES,,,57e6b119-567b-44d0-9d93-278ed5c21c47
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,SOUNDS,,,c5b85924-9e3f-4106-b389-1ab4486bd233
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,SPITS AND BARS,,,62ef0883-8311-4485-947a-2691b456b667
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,TOMBOLOS,,,30f556c4-7531-4758-9e51-8adc6b2e0e8a
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,WAVE-CUT NOTCH/PLATFORMS,,,ee1d9786-33e9-46dc-b859-25d18e9c8a88
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,,,,c58320e6-3f1d-4c36-9bee-6bad73404c21
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL PROCESSES,ABRASION,,,fd29bf77-df38-4b80-8148-8184fa41d843
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL PROCESSES,ACCRETION,,,8b232049-ce98-4a34-8f00-2366335508e4
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL PROCESSES,ATTRITION/WEATHERING,,,36b178ad-4f20-41ce-89d1-4ee8567a3cf2
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL PROCESSES,CHEMICAL SOLUTION,,,bb891ee1-6c7b-4ec0-b2fa-6fb67a2df2a3
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL PROCESSES,DEPOSITION,,,6a11e5e5-e6a3-42dd-b793-141ce99932e1
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL PROCESSES,FLOODING,,,fb5c09ec-c924-4deb-8294-8a27697a4550
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL PROCESSES,HYDRAULIC ACTION,,,8fde8c6c-97d4-41a6-9e20-f862faafcd88
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL PROCESSES,SALTATION,,,872459ca-da1e-448f-9bf4-383b628f4609
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL PROCESSES,SEA LEVEL CHANGE,,,6c958ab4-ab98-438e-86d4-1e6a6d0580da
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL PROCESSES,SEDIMENT TRANSPORT,,,1088e9e2-dadd-4d20-a2db-ef7df32c6d42
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL PROCESSES,SEDIMENTATION,SEDIMENT CHEMISTRY,,9f4548ad-ec40-4d79-a973-552b2541a62d
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL PROCESSES,SEDIMENTATION,SEDIMENT COMPOSITION,,17d6838d-e05e-4f0f-a751-7dbd00d2a80a
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL PROCESSES,SEDIMENTATION,STRAITRAPHIC SEQUENCE,,1203f04d-cd90-4f46-b2c1-998a3c182250
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL PROCESSES,SEDIMENTATION,,,2cca0a13-3c6f-4617-aca9-bff7f8142c52
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL PROCESSES,SUBMERGENCE,,,87186c13-548e-4ea8-ba79-38cff394eb59
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL PROCESSES,SUBSIDENCE,,,b3657e71-acd1-4be4-9c70-a54e074a40a4
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL PROCESSES,SUSPENSION,,,15c6332d-f6f2-45a4-9485-bb55471c0090
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL PROCESSES,WAVE BREAKING,,,a8c37cb5-9426-41fd-b192-53b4c3ae1ba3
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL PROCESSES,WAVE DIFFRACTION,,,5cbfc557-f3a6-4558-9954-ce37f0510952
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL PROCESSES,WAVE EROSION,DEGRADATION,,2f5ceedb-afb6-47e6-8eac-8f220ef0b564
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL PROCESSES,WAVE EROSION,,,86405d6d-eb37-4aa5-a525-bf6a23fd131d
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL PROCESSES,WAVE REFRACTION,,,b43d2d47-c86e-41b6-81bd-be803db536da
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL PROCESSES,WAVE SHOALING,,,f8accc20-818e-47a1-962d-80b7ec7f6d92
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL PROCESSES,,,,672d6958-4bbc-4b33-adc8-927e4348908b
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,FLUVIAL LANDFORMS,AIT,,,d8b04023-b9c4-42bc-a986-ab6c4f32ba28
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,FLUVIAL LANDFORMS,BAR,,,6c061296-2c92-4aa4-b9d1-6ecf0efde876
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,FLUVIAL LANDFORMS,BAYOU,,,244bd4be-a3d2-4c02-b576-ae9f2f9e544f
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,FLUVIAL LANDFORMS,CANYON,,,e25ce36c-eacd-447a-9d73-ccc8a7e3a328
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,FLUVIAL LANDFORMS,CONFLUENCE,,,cbd9ee43-24f8-45ab-a39b-2ff34be81c51
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,FLUVIAL LANDFORMS,CUTBANK,,,8dcff6c3-a6b3-479e-96e2-63191d10ac2d
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,FLUVIAL LANDFORMS,DELTAS,,,ad535c83-3b93-4632-8aaa-7dfba8bb125a
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,FLUVIAL LANDFORMS,ENDORHERIC BASIN,,,4a2a2f6d-9735-4bee-9d1a-21dcd0352c6b
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,FLUVIAL LANDFORMS,FLOOD PLAIN,,,d71f94cb-e773-487a-a8ff-9c5f11c1dbc4
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,FLUVIAL LANDFORMS,GULLY,,,2f8ad9b0-adb8-4022-8c95-bca68e7a87a5
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,FLUVIAL LANDFORMS,ISLAND,,,74caea9b-6023-438b-af3d-bb9d948036f1
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,FLUVIAL LANDFORMS,LACUSTRINE PLAIN,,,588d868d-05a4-4dac-9fb3-770b54ce39e5
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,FLUVIAL LANDFORMS,MARSH,,,88adcca6-2bc8-443a-9f25-c9aded577615
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,FLUVIAL LANDFORMS,MEANDER,,,c6f77e54-069e-454f-8260-e150bc29547a
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,FLUVIAL LANDFORMS,OX-BOW LAKE,,,12233807-f6cd-410d-b607-ecbfbd545464
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,FLUVIAL LANDFORMS,PINGO,,,4a0c46ff-2d07-442d-b141-6156d9ea4a2e
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,FLUVIAL LANDFORMS,POINT BAR,,,dd0de414-6663-4280-94cf-bda7fea736cc
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,FLUVIAL LANDFORMS,POND,,,5f292d99-b14a-4f18-bbe0-8025d04cae50
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,FLUVIAL LANDFORMS,RIFFLE,,,5df6e78f-6dd4-4fc8-a88e-9e575dbca2eb
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,FLUVIAL LANDFORMS,RIVER,,,bb6b3b76-c496-464b-bd20-1b22296aae15
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,FLUVIAL LANDFORMS,SPRING,,,b498a5cb-f77d-4485-8174-81dec28cee0e
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,FLUVIAL LANDFORMS,STREAM TERRACE,,,74ce5e8a-038a-471e-a27a-be5b1f17b72f
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,FLUVIAL LANDFORMS,STREAM,,,1d2d0777-b47e-45ee-ac85-2d7b9f6e4ffd
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,FLUVIAL LANDFORMS,SWAMP,,,4811065d-7aed-45e0-ac31-6417123be10e
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,FLUVIAL LANDFORMS,VALLEY,V SHAPPED VALLEY,,fdb4c687-916e-48ec-858e-6009cc763de3
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,FLUVIAL LANDFORMS,VALLEY,,,87b01c3a-f64f-4764-8cb8-c40ebcd5a989
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,FLUVIAL LANDFORMS,WATERFALL,,,948dea97-9843-4895-b59b-cb55f07a41b4
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,FLUVIAL LANDFORMS,WATERSHED/DRAINAGE BASINS,,,97a71326-75ac-422f-941e-c0c2897dd46b
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,FLUVIAL LANDFORMS,,,,cb5193ab-2d7a-4b35-b7ec-f16ce78ae270
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,FLUVIAL PROCESSES,ABRASION,,,efacd4f6-59ea-4019-8265-8cc81ecc99c0
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,FLUVIAL PROCESSES,ATTRITION,,,9eedd20e-fce3-4fb2-9871-c0a327565ad9
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,FLUVIAL PROCESSES,DEGRADATION,,,800606ea-9890-4475-af7b-100f529858d1
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,FLUVIAL PROCESSES,DOWNCUTTING,,,aff6bb19-84d0-40ed-8b81-a2210c468283
EARTH SCIENCE,SOLID EARTH,GEOMORPHIC LANDFORMS/PROCESSES,FLUVIAL PROCESSES,ENTRAINMENT,,,e89704aa-91a0-4888-bb33-a9073eff7119
