Keyword Version: 8.5,Revision: 2018-02-09 13:07:18,Timestamp: 2018-02-15 08:42:56,Terms Of Use: http://gcmd.nasa.gov/r/l/TermsOfUse,"The most up to date XML representations can be found here: https://gcmdservices.gsfc.nasa.gov/kms/concepts/concept_scheme/sciencekeywords/?format=xml""Case native",,,
EARTH SCIENCE,CRYOSPHERE,SEA ICE,SEA ICE ELEVATION,,,,139b0dae-27bb-42bd-8027-81fb9fd8f85d
EARTH SCIENCE,CRYOSPHERE,SEA ICE,SEA ICE MOTION,,,,1455c369-88e2-411b-83f7-c914b20609b1
EARTH SCIENCE,CRYOSPHERE,SEA ICE,SNOW DEPTH,,,,aa645419-cff3-4f5b-84af-e3de41dd0d16
EARTH SCIENCE,CRYOSPHERE,SEA ICE,SNOW MELT,,,,064f9784-697e-414c-b463-29cfd734e689
EARTH SCIENCE,CRYOSPHERE,SEA ICE,,,,,860e2af9-ce29-4f3f-b027-ae3747eb3e01
EARTH SCIENCE,CRYOSPHERE,SNOW/ICE,ALBEDO,,,,41ebe049-230e-4ff7-acb1-43de68ace83e
EARTH SCIENCE,CRYOSPHERE,SNOW/ICE,AVALANCHE,,,,e1dbe955-7285-4df2-a854-07693fce44ec
EARTH SCIENCE,CRYOSPHERE,SNOW/ICE,DEPTH HOAR,,,,c306d542-9be8-449d-ba33-28ad033c77aa
EARTH SCIENCE,CRYOSPHERE,SNOW/ICE,FREEZE/THAW,,,,dafb67df-dc6d-40a0-8d94-e4621d2538ce
EARTH SCIENCE,CRYOSPHERE,SNOW/ICE,FROST,,,,ea936862-2c98-41e5-8514-6b7288a5f941
EARTH SCIENCE,CRYOSPHERE,SNOW/ICE,ICE DEPTH/THICKNESS,,,,e28676de-738d-4112-8897-ee585b7d1d84
EARTH SCIENCE,CRYOSPHERE,SNOW/ICE,ICE EXTENT,,,,19409c76-09d4-455c-b1f1-dc2e647f7403
EARTH SCIENCE,CRYOSPHERE,SNOW/ICE,ICE GROWTH/MELT,,,,19594c37-ef32-4b03-bda6-abf8a321fdb9
EARTH SCIENCE,CRYOSPHERE,SNOW/ICE,ICE MOTION,,,,4b85cc37-1577-43f6-8cfa-8da2c49eaece
EARTH SCIENCE,CRYOSPHERE,SNOW/ICE,ICE VELOCITY,,,,3896f032-388f-408e-b988-bf7e100704ba
EARTH SCIENCE,CRYOSPHERE,SNOW/ICE,LAKE ICE,,,,8cb47594-3af6-4f4f-8ba1-4299a6d6887e
EARTH SCIENCE,CRYOSPHERE,SNOW/ICE,PERMAFROST,,,,1f4cdbc4-0f65-4384-83c9-9422c280717d
EARTH SCIENCE,CRYOSPHERE,SNOW/ICE,RIVER ICE,,,,52e6600b-7a51-4267-8b62-e79034db3a48
EARTH SCIENCE,CRYOSPHERE,SNOW/ICE,SNOW COVER,,,,c8ff0035-4776-4eb9-8cc9-a63d380102c8
EARTH SCIENCE,CRYOSPHERE,SNOW/ICE,SNOW DENSITY,,,,ba2e2eff-77e0-4071-8884-b2af06e5fc7b
EARTH SCIENCE,CRYOSPHERE,SNOW/ICE,SNOW DEPTH,,,,47bc8942-6fdd-4173-bf38-209e933d843f
EARTH SCIENCE,CRYOSPHERE,SNOW/ICE,SNOW ENERGY BALANCE,,,,a3520db9-7bed-4f55-a9f6-028d52af6091
EARTH SCIENCE,CRYOSPHERE,SNOW/ICE,SNOW FACIES,,,,99506fd1-5f84-485d-8e26-03e4f7b55136
EARTH SCIENCE,CRYOSPHERE,SNOW/ICE,SNOW MELT,,,,58f98d2a-d7d6-47d4-b826-68fdc57e79bb
EARTH SCIENCE,CRYOSPHERE,SNOW/ICE,SNOW STRATIGRAPHY,,,,9e15c793-ede5-4089-8fb7-5bbb31ff7913
EARTH SCIENCE,CRYOSPHERE,SNOW/ICE,SNOW WATER EQUIVALENT,,,,587e4d68-36f0-45b5-9978-4b3edd58a1c0
EARTH SCIENCE,CRYOSPHERE,SNOW/ICE,SNOW/ICE CHEMISTRY,,,,dfe4b154-84e0-4005-81ce-90daf38c06e3
EARTH SCIENCE,CRYOSPHERE,SNOW/ICE,SNOW/ICE TEMPERATURE,,,,99bc6084-32bc-405a-b2e9-efd906fa370b
EARTH SCIENCE,CRYOSPHERE,SNOW/ICE,WHITEOUT,,,,067004b9-1628-4c00-8bfb-28f910b68d59
EARTH SCIENCE,CRYOSPHERE,SNOW/ICE,,,,,aa35a52f-e3d9-41bd-abd2-ec7e1a8101d1
EARTH SCIENCE,CRYOSPHERE,,,,,,fa0a36c3-2503-4662-98cd-7f3e74ce9f80
EARTH SCIENCE,LAND SURFACE,EROSION/SEDIMENTATION,DEGRADATION,,,,2f2f5764-d4e6-4bbb-bd6d-dda373018237
EARTH SCIENCE,LAND SURFACE,EROSION/SEDIMENTATION,ENTRAINMENT,,,,f6a5cc87-a333-4e99-88d4-bf7b5b1cf484
EARTH SCIENCE,LAND SURFACE,EROSION/SEDIMENTATION,EROSION,,,,1e2b1b67-a401-4fb6-9ee9-b022c1c023dc
EARTH SCIENCE,LAND SURFACE,EROSION/SEDIMENTATION,LANDSLIDES,,,,ea4aefeb-64cd-4408-83d8-8e0a672739b9
EARTH SCIENCE,LAND SURFACE,EROSION/SEDIMENTATION,SEDIMENT CHEMISTRY,,,,ca2ffcd6-39e6-4eab-abc2-07eb4a197e3d
EARTH SCIENCE,LAND SURFACE,EROSION/SEDIMENTATION,SEDIMENT COMPOSITION,,,,807aff1a-6fe0-474a-a025-a0d0d8b17dbd
EARTH SCIENCE,LAND SURFACE,EROSION/SEDIMENTATION,SEDIMENT TRANSPORT,,,,e4ad5a76-7540-4433-ad82-9fe89259538b
EARTH SCIENCE,LAND SURFACE,EROSION/SEDIMENTATION,SEDIMENTATION,,,,b41498cd-6b2b-47e3-afe7-0f05b4c0807d
EARTH SCIENCE,LAND SURFACE,EROSION/SEDIMENTATION,SEDIMENTS,,,,26558c08-beca-4ef0-9ea3-b000504ece60
EARTH SCIENCE,LAND SURFACE,EROSION/SEDIMENTATION,STRATIGRAPHIC SEQUENCE,,,,42b5ae5b-90d5-44f0-b331-6c22cdd45c3f
EARTH SCIENCE,LAND SURFACE,EROSION/SEDIMENTATION,SUSPENDED SOLIDS,,,,69ff701a-674e-4b63-bb93-6ebe6cd95281
EARTH SCIENCE,LAND SURFACE,EROSION/SEDIMENTATION,WEATHERING,,,,b07017e8-d714-45a6-b1fe-8c00230ec209
EARTH SCIENCE,LAND SURFACE,EROSION/SEDIMENTATION,,,,,a246a8cf-e3f9-4045-af9f-dc97f6fe019a
EARTH SCIENCE,LAND SURFACE,FROZEN GROUND,ACTIVE LAYER,,,,10270ee0-8d85-4c75-9fa2-49e7a9755cb3
EARTH SCIENCE,LAND SURFACE,FROZEN GROUND,CRYOSOLS,,,,1469f30b-6eb4-4186-b1ef-7dd25c34c592
EARTH SCIENCE,LAND SURFACE,FROZEN GROUND,GROUND ICE,,,,5b4dde5a-733e-4e55-97c9-2108b337cfeb
EARTH SCIENCE,LAND SURFACE,FROZEN GROUND,PERIGLACIAL PROCESSES,,,,5181e50a-b1d2-41b1-bde3-fd9b4da9b1bf
EARTH SCIENCE,LAND SURFACE,FROZEN GROUND,PERMAFROST,,,,b6723314-3db7-4bdd-85ee-0b8507e6ae1b
EARTH SCIENCE,LAND SURFACE,FROZEN GROUND,ROCK GLACIERS,,,,ee2af62b-9f76-440c-aa9b-77940468b8f4
EARTH SCIENCE,LAND SURFACE,FROZEN GROUND,SEASONALLY FROZEN GROUND,,,,6fdd8021-3f6f-4f54-829c-26f744597309
EARTH SCIENCE,LAND SURFACE,FROZEN GROUND,SOIL TEMPERATURE,,,,240ff021-6a9c-4603-983d-f135ee7e49ab
EARTH SCIENCE,LAND SURFACE,FROZEN GROUND,TALIK,,,,c39710ae-423f-44c8-b969-9af8a1f912cf
EARTH SCIENCE,LAND SURFACE,FROZEN GROUND,,,,,8073b62d-a2f3-4ad9-b619-de26f28877a7
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,AEOLIAN LANDFORMS,DUNES,CRESCENTIC (BARCHAN/TRANSVERSE) DUNE,,f51acce1-eaf6-4de7-b279-5b58c3034aeb
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,AEOLIAN LANDFORMS,DUNES,DOME DUNE,,cb6b9191-21ab-4a56-b43f-27e86f90f6d9
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,AEOLIAN LANDFORMS,DUNES,LONGITUDINAL/LINEAR DUNE,,b5ee3496-6910-4971-8539-5aa084bfa9e1
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,AEOLIAN LANDFORMS,DUNES,PARABOLIC DUNE,,c63be844-efa7-49f6-8089-c60111bbdffb
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,AEOLIAN LANDFORMS,DUNES,STAR DUNE,,dc9dea65-e574-4bbb-9945-cd6d1cdbf6c1
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,AEOLIAN LANDFORMS,DUNES,,,416221ec-04e1-4913-aacb-9045551949c4
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,AEOLIAN LANDFORMS,RIPPLES,,,1376f8a1-84f2-4797-a978-69ec520e2423
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,AEOLIAN LANDFORMS,,,,ed75fb8f-cb96-448e-ada5-dc48fbd0ebb1
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,AEOLIAN PROCESSES,ABRASION,VENTIFACTS,,dec3d35a-3ffa-4bea-b239-f8e74b498fb2
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,AEOLIAN PROCESSES,ABRASION,YARDANGS,,dabc0fc5-acac-48df-b32e-02c9166e8385
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,AEOLIAN PROCESSES,ABRASION,,,eb039da2-8af7-4d31-9ec9-0700251cfd5d
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,AEOLIAN PROCESSES,DEFLATION,,,03ea18fe-793d-48e0-aa44-e211376c73d8
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,AEOLIAN PROCESSES,DEGRADATION,,,32f6083c-f6a2-40cf-8cf4-782b02b9df9e
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,AEOLIAN PROCESSES,SALTATION,,,cfaf76ef-89e2-4dc8-a4eb-b3308ef8c52c
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,AEOLIAN PROCESSES,SEDIMENT TRANSPORT,LOESS,,5ce16b97-c91c-420c-9701-33d19d50b286
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,AEOLIAN PROCESSES,SEDIMENT TRANSPORT,MONADNOCK,,abe3a81a-3bac-450b-8006-304bee055289
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,AEOLIAN PROCESSES,SEDIMENT TRANSPORT,,,0b5e5a9b-5552-4e41-b1a1-9c01c52dff4b
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,AEOLIAN PROCESSES,SEDIMENTATION,SEDIMENT CHEMISTRY,,9ea3e92d-f772-4f39-a615-08b0e062ee9d
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,AEOLIAN PROCESSES,SEDIMENTATION,SEDIMENT COMPOSITION,,02916754-4814-48ea-b8fc-ef50d7a7c5b5
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,AEOLIAN PROCESSES,SEDIMENTATION,STRATIGRAPHIC SEQUENCE,,a7b04d56-2a44-4a94-8d94-1911a7110f9d
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,AEOLIAN PROCESSES,SEDIMENTATION,,,5fff607c-5df4-4f06-a541-896f7cbc1e4c
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,AEOLIAN PROCESSES,WEATHERING,,,82eac236-38ba-469d-837a-950ffa7e8316
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,AEOLIAN PROCESSES,,,,3ab3aa92-9cca-4660-a0ed-281fff07eede
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,BARRIER ISLANDS,,,128db882-0522-4a5e-ac69-81d05986a645
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,BEACHES,,,68b4238d-c10f-4f59-9c23-820563107d12
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,CORAL REEFS,APRON REEF,,6c78ed6a-2dbc-4ced-acc2-d0246e0afedd
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,CORAL REEFS,ATOLL REEF,,8bbf1177-c74b-4f11-8f7d-40c5785312a1
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,CORAL REEFS,BANK REEF,,9ea0dbd4-2af5-4520-a831-32ee04d02ecc
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,CORAL REEFS,BARRIER REEF,,e125e285-b547-47ea-b566-5dffce2bbcbd
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,CORAL REEFS,FRINGING REEF,,b54234a2-3261-4c6e-8fd8-75230f3488c0
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,CORAL REEFS,PATCH REEF,,a722fea3-fe54-4995-8aec-407efe20dee9
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,CORAL REEFS,RIBBON REEF,,7f674559-6e36-4a13-ac0c-f61aa6a37d63
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,CORAL REEFS,TABLE REEF,,ec0692d8-1cce-4c89-a6ef-c35a5f812121
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,CORAL REEFS,,,c6244bfb-300f-4818-bf45-cf1a15e7e073
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,CUSPATE FORELANDS,,,11175bd5-ee63-4b13-aa03-bc5500a458c2
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,DELTAS,,,93647a7c-a881-4066-a696-c19053c7c30b
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,DUNES,CRESCENTIC (BARCHAN/TRANSVERSE),,f8b39934-bdce-4f90-8b86-a001c0af8b76
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,DUNES,DOME DUNE,,8971f15d-bee3-4eaf-a7dd-ceb005448b37
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,DUNES,LONGITUDINAL/LINEAR DUNE,,386f4f36-26bd-4193-aa25-0c0ec2e5baae
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,DUNES,PARABOLIC DUNE,,db89fdd2-d911-4a75-9210-ce90db043358
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,DUNES,STAR DUNE,,5a271522-fee4-4646-9c9a-a99385f00d9f
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,DUNES,,,362993fc-743e-42bc-a011-459baea8f427
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,ESTUARIES,,,8d634619-aed2-4326-a73d-cec49ff74398
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,FJORDS,,,7299f45f-eafb-4ed9-ae12-5e01c97c1530
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,HEADLANDS/BAYS/CAPE,,,153080e1-2ab1-438a-8f1e-0cb6d5fe1242
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,INLETS,,,49db8758-1282-45a0-ad3f-0f1e9d8abc44
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,ISTHMUS,,,e069e3fc-0c75-40ee-92d7-595991f8fdb4
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,LAGOONS,,,d9483208-ff59-4293-9867-3f4895e58c9f
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,RIA,,,1e7daefd-fa73-4561-90cc-478ca37bcb9a
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,SALT MARSH,,,d541e4e1-2542-4716-b943-e080b0865e74
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,SEA ARCHES,,,575d5577-3107-4192-83a3-5a28ceea7a5d
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,SEA CAVES,,,c702cd1d-48dd-4652-9ec6-cff6ff52b430
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,SEA CLIFFS,,,a82477e6-b563-4135-90e8-c6977c7381be
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,SHOALS,,,cae5bafd-10a7-4bcf-af1a-3e187ee5e955
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,SHORELINES,,,4e5cf935-cf17-4947-bd1f-6816a855953a
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,SOUNDS,,,1815faf3-2411-4d2a-a3d5-1e5b0c50782b
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,SPITS AND BARS,,,4f25c039-56b9-47a9-9232-d80860da5990
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,TOMBOLOS,,,320e14a6-4882-4533-b1cf-55d49c8a6b37
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,WAVE-CUT NOTCH/PLATFORMS,,,0c523ed2-d02e-4b02-bf21-2da4e171c959
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL LANDFORMS,,,,0cff6e4b-e42a-4565-89ff-350adf41ed69
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL PROCESSES,ABRASION,,,9ca8db82-9230-42e0-ad91-9068bc144855
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL PROCESSES,ACCRETION,,,ee016b0b-353b-4811-bfc2-5d32aed59f29
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL PROCESSES,ATTRITION/WEATHERING,,,4dee8110-972f-4665-bd28-a9e64de21a16
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL PROCESSES,CHEMICAL SOLUTION,,,1e73dd30-abb5-4723-be3e-71706d2b1ea1
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL PROCESSES,DEPOSITION,,,8b99d6c3-1751-43e6-81d1-92a7618cadb3
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL PROCESSES,FLOODING,,,a2401a77-908f-4c03-abcc-d27d99586967
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL PROCESSES,HYDRAULIC ACTION,,,ebb8ef06-0f73-48eb-bc22-47f36a729bc6
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL PROCESSES,SALTATION,,,c344fddc-ffa8-4093-bcf5-bcfe7806c737
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL PROCESSES,SEA LEVEL CHANGES,,,2aad0e7e-1c96-4d87-adeb-4894225e2922
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL PROCESSES,SEDIMENT TRANSPORT,,,5e101ced-5d9f-4733-8768-38db92d83660
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL PROCESSES,SEDIMENTATION,SEDIMENT CHEMISTRY,,786c08f1-f3ed-4edd-8ec9-a69313906426
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL PROCESSES,SEDIMENTATION,SEDIMENT COMPOSITION,,40d7f7e1-e11a-410b-a1b6-78c4a961d631
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL PROCESSES,SEDIMENTATION,STRATIGRAPHIC SEQUENCE,,870803f5-8bbc-4e39-8372-ce21b0decb75
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL PROCESSES,SEDIMENTATION,,,866aa07b-132c-4b93-9ced-d74b56b3016f
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL PROCESSES,SUBMERGENCE,,,43b2798d-32ac-497f-8881-98d52422e3ac
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL PROCESSES,SUBSIDENCE,,,af017320-085a-4e6c-81c2-38056cb55c7b
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL PROCESSES,SUSPENSION,,,62ecfc64-48d0-4373-9c44-599471703cf4
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL PROCESSES,WAVE BREAKING,,,406bfa8b-8522-4776-936a-1fda8b0cfe97
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL PROCESSES,WAVE DIFFRACTION,,,ab0138b8-6939-4ac1-aa5f-36073d52360b
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL PROCESSES,WAVE EROSION,,,097a7f54-df6e-4aeb-8d15-65d4bd24da64
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL PROCESSES,WAVE REFRACTION,,,df4a0112-3aba-41ca-816a-86129cacb6a5
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL PROCESSES,WAVE SHOALING,,,15d5b23c-f739-43b5-bf14-3063c0a59f2d
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,COASTAL PROCESSES,,,,e26803a0-82ea-40c4-a41a-9e222c9bd09a
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,FLUVIAL LANDFORMS,AIT,,,3207af29-bd29-4f85-9a08-2614579dd27f
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,FLUVIAL LANDFORMS,BAR,,,ff850d62-675c-4386-a375-fe4af92ec3ff
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,FLUVIAL LANDFORMS,BAYOU,,,a6fdb3c7-a0ea-4f7c-82e5-d72db09b6444
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,FLUVIAL LANDFORMS,CANYON,,,a78c946a-9529-4643-b002-1aa2ac9cfed6
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,FLUVIAL LANDFORMS,CONFLUENCE,,,e18c970a-d0c6-4430-b419-64cf718bc456
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,FLUVIAL LANDFORMS,CUTBANK,,,47ea7cc6-2816-4d64-ad41-6ac1d11c2a33
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,FLUVIAL LANDFORMS,DELTAS,,,daa297ec-4397-4caa-b563-634a71f62b8a
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,FLUVIAL LANDFORMS,ENDORHEIC BASIN,,,1afe698e-d920-4756-8de4-482d2ef15a24
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,FLUVIAL LANDFORMS,FLOOD PLAIN,,,ba37314d-ec38-4e67-bf30-7e1fdc6bfbad
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,FLUVIAL LANDFORMS,GULLY,,,b9b85df8-3b95-4baf-bd32-8bacd35dc9b5
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,FLUVIAL LANDFORMS,ISLAND,,,9d078d5c-62cb-46b5-a6f5-43678643a0ce
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,FLUVIAL LANDFORMS,LACUSTRINE PLAIN,,,8ca51b5e-0b7a-4b7a-b7e2-6e163e195e26
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,FLUVIAL LANDFORMS,MARSH,,,4c09d43f-68d5-469d-aaed-f9ef8968ef2e
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,FLUVIAL LANDFORMS,MEANDER,,,b976b8e5-01b9-4bb3-ba4c-308f8fa0fb97
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,FLUVIAL LANDFORMS,OX-BOW LAKE,,,c5a9eb49-93c4-4fb5-9a02-5fa06ea8800f
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,FLUVIAL LANDFORMS,PINGO,,,71b4e773-40a4-47db-8449-7c13f4cc49d9
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,FLUVIAL LANDFORMS,POINT BAR,,,00e49fcb-d846-4b4e-8f45-b022c1713920
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,FLUVIAL LANDFORMS,POND,,,89228e69-5a64-4662-839f-cb3d2209fa41
EARTH SCIENCE,LAND SURFACE,GEOMORPHIC LANDFORMS/PROCESSES,FLUVIAL LANDFORMS,RIFFLE,,,af058c0e-d40b-4e59-9f92-67b59fd1e2bd
